id,NAME_SIM,BEG,END,X,Y,TYPE_SIM,PARTOF_SIM
ntu_1,臺北縣,189506,189508,121.4087604,24.9406514,縣（廳）,
ntu_2,臺南縣,189506,189508,120.4705363,22.7700753,縣（廳）,
ntu_3,臺灣縣,189506,189508,120.5354403,23.790863,縣（廳）,
ntu_4,澎湖島廳,189506,189508,119.5683154,23.5469717,縣（廳）,
ntu_5,安平支廳,189506,189508,120.424251,23.0404382,支廳,臺南縣
ntu_6,宜蘭支廳,189506,189508,121.7724335,24.7786252,支廳,臺北縣
ntu_7,恆春支廳,189506,189508,120.7823401,22.0433559,支廳,臺南縣
ntu_8,埔里支廳,189506,189508,120.8761122,23.9329008,支廳,臺灣縣
ntu_9,基隆支廳,189506,189508,121.7448881,25.0951514,支廳,臺北縣
ntu_10,淡水事務所,189506,189508,121.4161483,25.1456502,支廳,臺北縣
ntu_11,雲林支廳,189506,189508,120.4734932,23.6944607,支廳,臺灣縣
ntu_12,新竹支廳,189506,189508,121.0478581,24.8184691,支廳,臺北縣
ntu_13,嘉義支廳,189506,189508,120.3675261,23.3562151,支廳,臺灣縣
ntu_14,彰化支廳,189506,189508,120.4838095,23.9508291,支廳,臺灣縣
ntu_15,臺北縣,189506,189508,121.4459472,24.9831432,支廳,臺北縣
ntu_16,臺灣縣,189506,189508,120.7327511,24.2590034,支廳,臺灣縣
ntu_17,鳳山支廳,189506,189508,120.4493107,22.6940236,支廳,臺南縣
ntu_18,二結堡,189506,189508,121.7763243,24.7017806,堡,宜蘭支廳
ntu_19,八里坌堡,189506,189508,121.3598494,25.0899076,堡,淡水事務所
ntu_20,三貂堡,189506,189508,121.8736047,25.0284105,堡,基隆支廳
ntu_21,大加蚋堡,189506,189508,121.5523169,25.0436838,堡,臺北縣
ntu_22,文山堡,189506,189508,121.6268636,24.9556192,堡,臺北縣
ntu_23,四圍堡,189506,189508,121.7573479,24.8016379,堡,宜蘭支廳
ntu_24,本城堡,189506,189508,121.7445098,24.7613102,堡,宜蘭支廳
ntu_25,民壯圍堡,189506,189508,121.7846015,24.7431607,堡,宜蘭支廳
ntu_26,石碇堡,189506,189508,121.7088835,25.0738287,堡,基隆支廳
ntu_27,竹北堡,189506,189508,121.1023747,24.9340191,堡,新竹支廳
ntu_28,竹南堡,189506,189508,120.9369094,24.6483722,堡,新竹支廳
ntu_29,竹塹堡,189506,189508,121.0276184,24.7462503,堡,新竹支廳
ntu_30,利澤簡堡,189506,189508,121.8270395,24.6349202,堡,宜蘭支廳
ntu_31,芝蘭一堡,189506,189508,121.5566176,25.1128878,堡,臺北縣
ntu_32,芝蘭二堡,189506,189508,121.5075519,25.1489377,堡,臺北縣
ntu_33,芝蘭三堡,189506,189508,121.4923088,25.2210582,堡,淡水事務所
ntu_34,金包里堡,189506,189508,121.6129369,25.2073272,堡,基隆支廳
ntu_35,紅水溝堡,189506,189508,121.7603001,24.6448579,堡,宜蘭支廳
ntu_36,茅仔寮堡,189506,189508,121.8075614,24.6940444,堡,宜蘭支廳
ntu_37,員山堡,189506,189508,121.7050703,24.7453997,堡,宜蘭支廳
ntu_38,桃澗堡,189506,189508,121.2451484,24.9515822,堡,臺北縣
ntu_39,海山堡,189506,189508,121.3444705,24.9229246,堡,臺北縣
ntu_40,浮州堡,189506,189508,121.6782235,24.6891759,堡,宜蘭支廳
ntu_41,基隆堡,189506,189508,121.7841747,25.1273482,堡,基隆支廳
ntu_42,清水溝堡,189506,189508,121.7368392,24.6884477,堡,宜蘭支廳
ntu_43,興直堡,189506,189508,121.459718,25.06684,堡,臺北縣
ntu_44,頭圍堡,189506,189508,121.8220073,24.9153667,堡,宜蘭支廳
ntu_45,擺接堡,189506,189508,121.460106,24.9943273,堡,臺北縣
ntu_46,羅東堡,189506,189508,121.7814402,24.6635683,堡,宜蘭支廳
ntu_47,臺北縣,189508,189604,121.4087604,24.9406514,縣（廳、民政支部）,
ntu_48,臺灣民政支部,189508,189604,120.6172123,24.0025307,縣（廳、民政支部）,
ntu_49,臺南民政支部,189508,189604,120.427504,23.0138832,縣（廳、民政支部）,
ntu_50,澎湖島廳,189508,189604,119.5683154,23.5469717,縣（廳、民政支部）,
ntu_51,三角湧出張所,189508,189604,121.3444705,24.9229246,支廳（出張所）,臺北縣
ntu_52,士林出張所,189508,189604,121.5384367,25.1262458,支廳（出張所）,臺北縣
ntu_53,大嵙崁出張所,189508,189604,121.2451484,24.9515822,支廳（出張所）,臺北縣
ntu_54,坊橋出張所,189508,189604,121.4599784,25.0181763,支廳（出張所）,臺北縣
ntu_55,宜蘭支廳,189508,189604,121.7724335,24.7786252,支廳（出張所）,臺北縣
ntu_56,恆春出張所,189508,189604,120.7823401,22.0433559,支廳（出張所）,臺南民政支部
ntu_57,苗栗出張所,189508,189604,120.7651219,24.471036,支廳（出張所）,臺灣民政支部
ntu_58,埔里社出張所,189508,189604,120.8761122,23.9329008,支廳（出張所）,臺灣民政支部
ntu_59,基隆支廳,189508,189604,121.7448881,25.0951514,支廳（出張所）,臺北縣
ntu_60,淡水支廳,189508,189604,121.4161483,25.1456502,支廳（出張所）,臺北縣
ntu_61,深坑街出張所,189508,189604,121.6268636,24.9556192,支廳（出張所）,臺北縣
ntu_62,鹿港出張所,189508,189604,120.4838095,23.9508291,支廳（出張所）,臺灣民政支部
ntu_63,雲林出張所,189508,189604,120.4734932,23.6944607,支廳（出張所）,臺灣民政支部
ntu_64,新竹支廳,189508,189604,121.0478581,24.8184691,支廳（出張所）,臺北縣
ntu_65,嘉義出張所,189508,189604,120.3675261,23.3562151,支廳（出張所）,臺南民政支部
ntu_66,臺北市出張所,189508,189604,121.5523169,25.0436838,支廳（出張所）,臺北縣
ntu_67,臺南民政支部,189508,189604,120.424251,23.0404382,支廳（出張所）,臺南民政支部
ntu_68,臺灣民政支部,189508,189604,120.7110683,24.1169782,支廳（出張所）,臺灣民政支部
ntu_69,鳳山出張所,189508,189604,120.449019,22.6928325,支廳（出張所）,臺南民政支部
ntu_70,二林下堡,189508,189604,120.3795381,23.9385491,堡（里）,鹿港出張所
ntu_71,二林上堡,189508,189604,120.4382815,23.9598526,堡（里）,鹿港出張所
ntu_72,二結堡,189508,189604,121.7763243,24.7017806,堡（里）,宜蘭支廳
ntu_73,八里坌堡,189508,189604,121.3598494,25.0899076,堡（里）,淡水支廳
ntu_74,三貂堡,189508,189604,121.8736047,25.0284105,堡（里）,基隆支廳
ntu_75,下茄苳北堡,189508,189604,120.3553521,23.3748211,堡（里）,嘉義出張所
ntu_76,下茄苳南堡,189508,189604,120.4075451,23.3750881,堡（里）,嘉義出張所
ntu_77,噍吧哖庄,189508,189604,120.4936087,23.1422258,堡（里）,臺南民政支部
ntu_78,大加蚋堡,189508,189604,121.5523169,25.0436838,堡（里）,臺北市出張所
ntu_79,大目降庄,189508,189604,120.3351137,23.0478063,堡（里）,臺南民政支部
ntu_80,大目根堡,189508,189604,120.5808665,23.5085824,堡（里）,嘉義出張所
ntu_81,大竹里,189508,189604,120.3094079,22.6175738,堡（里）,鳳山出張所
ntu_82,大肚下堡,189508,189604,120.5451896,24.1518888,堡（里）,臺灣民政支部
ntu_83,大肚上堡,189508,189604,120.5814929,24.2857441,堡（里）,臺灣民政支部
ntu_84,大肚中堡,189508,189604,120.5498224,24.2181593,堡（里）,臺灣民政支部
ntu_85,大坵田西堡,189508,189604,120.1778945,23.4159984,堡（里）,嘉義出張所
ntu_86,大坵田東堡,189508,189604,120.3923833,23.7007158,堡（里）,雲林出張所
ntu_87,大槺榔西堡,189508,189604,120.2734516,23.4959354,堡（里）,嘉義出張所
ntu_88,大槺榔東堡a,189508,189604,120.2726591,23.5931759,堡（里）,雲林出張所
ntu_89,大槺榔東堡b,189508,189604,120.3167768,23.4475991,堡（里）,嘉義出張所
ntu_90,小竹下里,189508,189604,120.4010242,22.5506606,堡（里）,鳳山出張所
ntu_91,小竹上里,189508,189604,120.4083015,22.6516523,堡（里）,鳳山出張所
ntu_92,五城堡,189508,189604,120.9051584,23.8688002,堡（里）,埔里社出張所
ntu_93,仁和里,189508,189604,120.2085699,22.9594817,堡（里）,臺南民政支部
ntu_94,仁壽下里,189508,189604,120.2857764,22.7560054,堡（里）,鳳山出張所
ntu_95,仁壽上里,189508,189604,120.2455614,22.7774956,堡（里）,鳳山出張所
ntu_96,仁壽里,189508,189604,120.7338701,22.0447235,堡（里）,恆春出張所
ntu_97,仁德北里,189508,189604,120.2479437,22.9650043,堡（里）,臺南民政支部
ntu_98,仁德南里,189508,189604,120.2421175,22.9446013,堡（里）,臺南民政支部
ntu_99,內武定里,189508,189604,120.2324594,23.0421406,堡（里）,臺南民政支部
ntu_100,內新豐里,189508,189604,120.3791858,22.9567421,堡（里）,臺南民政支部
ntu_101,太子宮堡,189508,189604,120.2832166,23.300529,堡（里）,嘉義出張所
ntu_102,文山堡,189508,189604,121.6268636,24.9556192,堡（里）,深坑街出張所
ntu_103,文賢里a,189508,189604,120.2139738,22.9259798,堡（里）,臺南民政支部
ntu_104,文賢里b,189508,189604,120.1981875,22.8936571,堡（里）,鳳山出張所
ntu_105,斗六堡,189508,189604,120.5788708,23.7027321,堡（里）,雲林出張所
ntu_106,牛稠溪堡,189508,189604,120.3385659,23.5293682,堡（里）,嘉義出張所
ntu_107,他里霧堡,189508,189604,120.4812043,23.6708188,堡（里）,雲林出張所
ntu_108,北投堡,189508,189604,120.7237086,23.9852594,堡（里）,臺灣民政支部
ntu_109,北港溪堡,189508,189604,120.8401237,24.0302592,堡（里）,埔里社出張所
ntu_110,半屏里,189508,189604,120.3039313,22.7078198,堡（里）,鳳山出張所
ntu_111,四圍堡,189508,189604,121.7573479,24.8016379,堡（里）,宜蘭支廳
ntu_112,外武定里,189508,189604,120.1695607,23.0384611,堡（里）,臺南民政支部
ntu_113,外新豐里,189508,189604,120.3330327,22.9575295,堡（里）,臺南民政支部
ntu_114,布嶼東西堡,189508,189604,120.3270319,23.7529503,堡（里）,雲林出張所
ntu_115,打貓北堡a,189508,189604,120.4027283,23.6332835,堡（里）,雲林出張所
ntu_116,打貓北堡b,189508,189604,120.4310064,23.6139178,堡（里）,嘉義出張所
ntu_117,打貓西堡,189508,189604,120.3382372,23.5725675,堡（里）,雲林出張所
ntu_118,打貓東下堡,189508,189604,120.4869443,23.5533327,堡（里）,嘉義出張所
ntu_119,打貓東頂堡a,189508,189604,120.479189,23.6209951,堡（里）,嘉義出張所
ntu_120,打貓東頂堡b,189508,189604,120.6191954,23.6042058,堡（里）,雲林出張所
ntu_121,打貓東頂堡c,189508,189604,120.6280529,23.5574461,堡（里）,嘉義出張所
ntu_122,打貓南堡,189508,189604,120.4070464,23.5638247,堡（里）,嘉義出張所
ntu_123,本城堡,189508,189604,121.7445098,24.7613102,堡（里）,宜蘭支廳
ntu_124,民壯圍堡,189508,189604,121.7846015,24.7431607,堡（里）,宜蘭支廳
ntu_125,永康下里,189508,189604,120.2215837,22.9974883,堡（里）,臺南民政支部
ntu_126,永康上中里,189508,189604,120.2421791,23.0249591,堡（里）,臺南民政支部
ntu_127,永靖里,189508,189604,120.7989423,22.0187278,堡（里）,恆春出張所
ntu_128,永寧里,189508,189604,120.1768951,22.9344107,堡（里）,臺南民政支部
ntu_129,永豐里,189508,189604,120.2975756,22.9402052,堡（里）,臺南民政支部
ntu_130,白沙墩堡,189508,189604,120.3186306,23.6449872,堡（里）,雲林出張所
ntu_131,白鬚公潭堡,189508,189604,120.2509658,23.3975047,堡（里）,嘉義出張所
ntu_132,石碇堡,189508,189604,121.7088835,25.0738287,堡（里）,基隆支廳
ntu_133,安定里,189508,189604,120.8444867,22.0158717,堡（里）,恆春出張所
ntu_134,安定里東堡,189508,189604,120.2348385,23.1101313,堡（里）,臺南民政支部
ntu_135,尖山堡,189508,189604,120.1847148,23.6056278,堡（里）,雲林出張所
ntu_136,竹北一堡,189508,189604,121.0276184,24.7462503,堡（里）,新竹支廳
ntu_137,竹北二堡,189508,189604,121.1023747,24.9340191,堡（里）,新竹支廳
ntu_138,竹南一堡,189508,189604,120.9369094,24.6483722,堡（里）,新竹支廳
ntu_139,至厚里,189508,189604,120.8072843,21.95263,堡（里）,恆春出張所
ntu_140,西港仔堡,189508,189604,120.1315349,23.1024033,堡（里）,嘉義出張所
ntu_141,西螺堡,189508,189604,120.4401786,23.78821,堡（里）,雲林出張所
ntu_142,利澤簡堡,189508,189604,121.8270395,24.6349202,堡（里）,宜蘭支廳
ntu_143,沙連下堡a,189508,189604,120.6865382,23.8328159,堡（里）,臺灣民政支部
ntu_144,沙連下堡b,189508,189604,120.7405396,23.8416811,堡（里）,埔里社出張所
ntu_145,沙連堡,189508,189604,120.7522902,23.7537509,堡（里）,雲林出張所
ntu_146,赤山里,189508,189604,120.3554301,22.6583083,堡（里）,鳳山出張所
ntu_147,赤山堡,189508,189604,120.3509937,23.2216332,堡（里）,嘉義出張所
ntu_148,依仁里,189508,189604,120.2433846,22.9149987,堡（里）,臺南民政支部
ntu_149,佳里興堡,189508,189604,120.1945522,23.1903283,堡（里）,嘉義出張所
ntu_150,東螺西堡,189508,189604,120.4879035,23.8588348,堡（里）,鹿港出張所
ntu_151,東螺東堡,189508,189604,120.5675018,23.835128,堡（里）,鹿港出張所
ntu_152,果毅後堡,189508,189604,120.3716277,23.2624084,堡（里）,嘉義出張所
ntu_153,武西堡,189508,189604,120.5314331,23.9345044,堡（里）,鹿港出張所
ntu_154,武東堡,189508,189604,120.608968,23.8903365,堡（里）,鹿港出張所
ntu_155,治平里,189508,189604,120.8059143,22.0799069,堡（里）,恆春出張所
ntu_156,芝蘭一堡,189508,189604,121.5566176,25.1128878,堡（里）,士林出張所
ntu_157,芝蘭二堡,189508,189604,121.5075519,25.1489377,堡（里）,士林出張所
ntu_158,芝蘭三堡,189508,189604,121.4923088,25.2210582,堡（里）,淡水支廳
ntu_159,金包里堡,189508,189604,121.6129369,25.2073272,堡（里）,基隆支廳
ntu_160,長治一圖里,189508,189604,120.2738088,22.8780536,堡（里）,鳳山出張所
ntu_161,長治二圖里,189508,189604,120.2254411,22.8705553,堡（里）,鳳山出張所
ntu_162,長樂里,189508,189604,120.8417617,22.0632422,堡（里）,恆春出張所
ntu_163,長興下里,189508,189604,120.2536945,22.9855713,堡（里）,臺南民政支部
ntu_164,長興上里,189508,189604,120.2543309,23.0066985,堡（里）,臺南民政支部
ntu_165,保西里,189508,189604,120.2797304,22.9923896,堡（里）,臺南民政支部
ntu_166,保東里,189508,189604,120.3128552,23.0012515,堡（里）,臺南民政支部
ntu_167,南投堡,189508,189604,120.7382544,23.9080146,堡（里）,臺灣民政支部
ntu_168,咸昌里,189508,189604,120.7493384,22.0939007,堡（里）,恆春出張所
ntu_169,宣化里,189508,189604,120.7527237,22.0121302,堡（里）,恆春出張所
ntu_170,紅水溝堡,189508,189604,121.7603001,24.6448579,堡（里）,宜蘭支廳
ntu_171,茅仔寮堡,189508,189604,121.8075614,24.6940444,堡（里）,宜蘭支廳
ntu_172,茅港尾西堡,189508,189604,120.2468397,23.2358009,堡（里）,嘉義出張所
ntu_173,茅港尾東堡,189508,189604,120.2796951,23.2251378,堡（里）,嘉義出張所
ntu_174,苗栗一堡,189508,189604,120.8219877,24.5176262,堡（里）,苗栗出張所
ntu_175,苗栗二堡,189508,189604,120.6975489,24.4579679,堡（里）,苗栗出張所
ntu_176,苗栗三堡,189508,189604,120.6582937,24.3459238,堡（里）,苗栗出張所
ntu_177,哆囉嘓西堡,189508,189604,120.3985811,23.3272754,堡（里）,嘉義出張所
ntu_178,哆囉嘓東下堡,189508,189604,120.4594208,23.3213159,堡（里）,嘉義出張所
ntu_179,哆囉嘓東頂堡,189508,189604,120.4642552,23.2664289,堡（里）,嘉義出張所
ntu_180,員山堡,189508,189604,121.7050703,24.7453997,堡（里）,宜蘭支廳
ntu_181,埔里社堡,189508,189604,120.9091551,23.9724942,堡（里）,埔里社出張所
ntu_182,效忠里,189508,189604,120.162794,22.9850166,堡（里）,臺南民政支部
ntu_183,柴頭港堡,189508,189604,120.379914,23.4651885,堡（里）,嘉義出張所
ntu_184,桃澗堡,189508,189604,121.2451484,24.9515822,堡（里）,大嵙崁出張所
ntu_185,泰慶里,189508,189604,120.857895,22.1094358,堡（里）,恆春出張所
ntu_186,海山堡,189508,189604,121.3444705,24.9229246,堡（里）,三角湧出張所
ntu_187,海豐堡,189508,189604,120.2329556,23.7422155,堡（里）,雲林出張所
ntu_188,浮州堡,189508,189604,121.6782235,24.6891759,堡（里）,宜蘭支廳
ntu_189,馬芝堡,189508,189604,120.4491471,24.034488,堡（里）,鹿港出張所
ntu_190,基隆堡,189508,189604,121.7841747,25.1273482,堡（里）,基隆支廳
ntu_191,崇德西里,189508,189604,120.2984057,22.913241,堡（里）,臺南民政支部
ntu_192,崇德東里,189508,189604,120.3782309,22.8977661,堡（里）,臺南民政支部
ntu_193,清水溝堡,189508,189604,121.7368392,24.6884477,堡（里）,宜蘭支廳
ntu_194,深耕堡,189508,189604,120.3462232,23.8686135,堡（里）,鹿港出張所
ntu_195,鹿仔草堡,189508,189604,120.3092333,23.415883,堡（里）,嘉義出張所
ntu_196,港西下里,189508,189604,120.4922479,22.5746558,堡（里）,鳳山出張所
ntu_197,港西上里,189508,189604,120.5425977,22.8525556,堡（里）,鳳山出張所
ntu_198,港西中里,189508,189604,120.5399511,22.69513,堡（里）,鳳山出張所
ntu_199,港東上里,189508,189604,120.559036,22.5558291,堡（里）,鳳山出張所
ntu_200,港東中里,189508,189604,120.5335852,22.4665764,堡（里）,鳳山出張所
ntu_201,善化里東堡a,189508,189604,120.3836032,23.1876142,堡（里）,
ntu_202,善化里東堡b,189508,189604,120.3117385,23.1397221,堡（里）,
ntu_203,善餘里,189508,189604,120.6886842,22.1976971,堡（里）,恆春出張所
ntu_204,集集堡,189508,189604,120.8282646,23.8382566,堡（里）,埔里社出張所
ntu_205,新化北里,189508,189604,120.3184584,23.1040582,堡（里）,臺南民政支部
ntu_206,新化西里,189508,189604,120.285452,23.0690789,堡（里）,臺南民政支部
ntu_207,新化里西堡,189508,189604,120.2618306,23.0899545,堡（里）,臺南民政支部
ntu_208,新化東里,189508,189604,120.3702084,23.0994511,堡（里）,臺南民政支部
ntu_209,新化南里,189508,189604,120.4191215,23.0433572,堡（里）,臺南民政支部
ntu_210,新昌里,189508,189604,120.1820083,22.9652505,堡（里）,臺南民政支部
ntu_211,楠梓仙溪西庄,189508,189604,120.5736504,23.12773,堡（里）,臺南民政支部
ntu_212,楠梓仙溪東庄,189508,189604,120.6261295,23.0625548,堡（里）,臺南民政支部
ntu_213,溪洲堡,189508,189604,120.5436913,23.7639966,堡（里）,雲林出張所
ntu_214,嘉禾里,189508,189604,120.6284108,22.3090178,堡（里）,恆春出張所
ntu_215,嘉祥內里,189508,189604,120.3877553,22.8486516,堡（里）,鳳山出張所
ntu_216,嘉祥外里,189508,189604,120.3135371,22.8540776,堡（里）,鳳山出張所
ntu_217,嘉義西堡,189508,189604,120.4170444,23.4693771,堡（里）,嘉義出張所
ntu_218,嘉義東堡,189508,189604,120.5762571,23.3729203,堡（里）,嘉義出張所
ntu_219,維新里,189508,189604,120.2481712,22.8348436,堡（里）,鳳山出張所
ntu_220,臺南城內,189508,189604,120.1970005,22.9966849,堡（里）,臺南民政支部
ntu_221,鳳山下里,189508,189604,120.3288237,22.5575421,堡（里）,鳳山出張所
ntu_222,鳳山上里,189508,189604,120.365445,22.5743115,堡（里）,鳳山出張所
ntu_223,漚汪堡,189508,189604,120.1167338,23.210845,堡（里）,嘉義出張所
ntu_224,廣儲西里,189508,189604,120.2700638,23.0281124,堡（里）,臺南民政支部
ntu_225,廣儲東里,189508,189604,120.3156309,23.0302642,堡（里）,臺南民政支部
ntu_226,德和里,189508,189604,120.712919,21.9898638,堡（里）,恆春出張所
ntu_227,線西堡,189508,189604,120.484603,24.1377884,堡（里）,鹿港出張所
ntu_228,線東堡,189508,189604,120.5424569,24.0869077,堡（里）,鹿港出張所
ntu_229,蔦松北堡,189508,189604,120.2232992,23.5341782,堡（里）,雲林出張所
ntu_230,蔦松堡,189508,189604,120.1705026,23.5018008,堡（里）,嘉義出張所
ntu_231,學甲堡,189508,189604,120.1431767,23.2686675,堡（里）,嘉義出張所
ntu_232,燕霧下堡,189508,189604,120.563307,23.9846551,堡（里）,鹿港出張所
ntu_233,燕霧上堡,189508,189604,120.5435811,24.0309602,堡（里）,鹿港出張所
ntu_234,興文里,189508,189604,120.7451308,22.0786136,堡（里）,恆春出張所
ntu_235,興直堡,189508,189604,121.459718,25.06684,堡（里）,坊橋出張所
ntu_236,興隆內里,189508,189604,120.2772105,22.6578442,堡（里）,鳳山出張所
ntu_237,興隆外里,189508,189604,120.2876521,22.6897035,堡（里）,鳳山出張所
ntu_238,蕭壟堡,189508,189604,120.1048855,23.1588774,堡（里）,嘉義出張所
ntu_239,貓羅堡b,189508,189604,120.6095068,24.0275727,堡（里）,鹿港出張所
ntu_240,貓羅堡a,189508,189604,120.6927943,24.0472438,堡（里）,臺灣民政支部
ntu_241,頭圍堡,189508,189604,121.8220073,24.9153667,堡（里）,宜蘭支廳
ntu_242,龍蛟潭堡,189508,189604,120.2099267,23.3476324,堡（里）,嘉義出張所
ntu_243,擺接堡,189508,189604,121.460106,24.9943273,堡（里）,坊橋出張所
ntu_244,歸仁北里,189508,189604,120.2935899,22.964536,堡（里）,臺南民政支部
ntu_245,歸仁南里,189508,189604,120.2711564,22.9610545,堡（里）,臺南民政支部
ntu_246,藍興堡,189508,189604,120.7483957,24.1134912,堡（里）,臺灣民政支部
ntu_247,鯉魚頭堡,189508,189604,120.7047735,23.6581228,堡（里）,雲林出張所
ntu_248,羅東堡,189508,189604,121.7814402,24.6635683,堡（里）,宜蘭支廳
ntu_249,羅漢內門庄,189508,189604,120.4471064,22.9406219,堡（里）,臺南民政支部
ntu_250,羅漢外門庄,189508,189604,120.4715922,22.9066037,堡（里）,臺南民政支部
ntu_251,鐵線橋堡,189508,189604,120.2859141,23.2763072,堡（里）,嘉義出張所
ntu_252,鹽水港堡,189508,189604,120.2424595,23.3094411,堡（里）,嘉義出張所
ntu_253,觀音下里,189508,189604,120.3584614,22.7068733,堡（里）,鳳山出張所
ntu_254,觀音上里,189508,189604,120.3630584,22.7895398,堡（里）,鳳山出張所
ntu_255,觀音中里,189508,189604,120.3552524,22.7480392,堡（里）,鳳山出張所
ntu_256,觀音內里,189508,189604,120.4242666,22.7331291,堡（里）,鳳山出張所
ntu_257,蔴荳堡,189508,189604,120.2465175,23.1826012,堡（里）,嘉義出張所
ntu_258,捒東下堡,189508,189604,120.6374959,24.1824245,堡（里）,臺灣民政支部
ntu_259,捒東上堡,189508,189604,120.7869,24.2426341,堡（里）,臺灣民政支部
ntu_260,港東下里,189508,189604,120.5877954,22.4027187,堡（里）,鳳山出張所
ntu_261,杉板路,189508,189604,120.3630811,22.3420078,堡（里）,
ntu_262,善化里西堡a,189508,189604,120.4159173,23.1619993,堡（里）,嘉義出張所
ntu_263,善化里西堡b,189508,189604,120.2804731,23.1435301,堡（里）,臺南民政支部
ntu_264,臺北縣,189604,189705,121.4087604,24.9406514,縣（廳）,
ntu_265,臺灣縣,189604,189705,120.6172123,24.0025307,縣（廳）,
ntu_266,臺南縣,189604,189705,120.427504,23.0138832,縣（廳）,
ntu_267,澎湖島廳,189604,189705,119.5683154,23.5469717,縣（廳）,
ntu_268,宜蘭支廳,189604,189705,121.7724335,24.7786252,支廳,臺北縣
ntu_269,恆春支廳,189604,189705,120.7823401,22.0433559,支廳,臺南縣
ntu_270,苗栗支廳,189604,189705,120.7651219,24.471036,支廳,臺灣縣
ntu_271,埔里社支廳,189604,189705,120.8761122,23.9329008,支廳,臺灣縣
ntu_272,基隆支廳,189604,189705,121.7448881,25.0951514,支廳,臺北縣
ntu_273,淡水支廳,189604,189705,121.4398299,25.1598537,支廳,臺北縣
ntu_274,鹿港支廳,189604,189705,120.4838095,23.9508291,支廳,臺灣縣
ntu_275,雲林支廳,189604,189705,120.4734932,23.6944607,支廳,臺灣縣
ntu_276,新竹支廳,189604,189705,121.0478581,24.8184691,支廳,臺北縣
ntu_277,嘉義支廳,189604,189705,120.3675261,23.3562151,支廳,臺南縣
ntu_278,臺北縣,189604,189705,121.4387124,24.9873753,支廳,臺北縣
ntu_279,臺南縣,189604,189705,120.424251,23.0404382,支廳,臺南縣
ntu_280,臺灣縣,189604,189705,120.7110683,24.1169782,支廳,臺灣縣
ntu_281,鳳山支廳,189604,189705,120.449019,22.6928325,支廳,臺南縣
ntu_282,二林下堡,189604,189705,120.3795381,23.9385491,堡（里）,鹿港支廳
ntu_283,二林上堡,189604,189705,120.4382815,23.9598526,堡（里）,鹿港支廳
ntu_284,二結堡,189604,189705,121.7763243,24.7017806,堡（里）,宜蘭支廳
ntu_285,八里坌堡,189604,189705,121.3858124,25.0968548,堡（里）,淡水支廳
ntu_286,八里坌堡坑仔庄,189604,189705,121.2898181,25.0911349,堡（里）,臺北縣
ntu_287,三貂堡,189604,189705,121.8736047,25.0284105,堡（里）,基隆支廳
ntu_288,下茄苳北堡,189604,189705,120.3553521,23.3748211,堡（里）,嘉義支廳
ntu_289,下茄苳南堡,189604,189705,120.4075451,23.3750881,堡（里）,嘉義支廳
ntu_290,噍吧哖庄,189604,189705,120.4936087,23.1422258,堡（里）,臺南縣
ntu_291,大加蚋堡,189604,189705,121.5523169,25.0436838,堡（里）,臺北縣
ntu_292,大目降庄,189604,189705,120.3351137,23.0478063,堡（里）,臺南縣
ntu_293,大目根堡,189604,189705,120.5808665,23.5085824,堡（里）,嘉義支廳
ntu_294,大竹里,189604,189705,120.3094079,22.6175738,堡（里）,鳳山支廳
ntu_295,大肚下堡,189604,189705,120.5451896,24.1518888,堡（里）,臺灣縣
ntu_296,大肚上堡,189604,189705,120.5814929,24.2857441,堡（里）,臺灣縣
ntu_297,大肚中堡,189604,189705,120.5498224,24.2181593,堡（里）,臺灣縣
ntu_298,大坵田西堡,189604,189705,120.1778945,23.4159984,堡（里）,嘉義支廳
ntu_299,大坵田東堡,189604,189705,120.3923833,23.7007158,堡（里）,雲林支廳
ntu_300,大槺榔西堡,189604,189705,120.2734516,23.4959354,堡（里）,嘉義支廳
ntu_301,大槺榔東堡a,189604,189705,120.2726591,23.5931759,堡（里）,雲林支廳
ntu_302,大槺榔東堡b,189604,189705,120.3167768,23.4475991,堡（里）,嘉義支廳
ntu_303,小竹下里,189604,189705,120.4010242,22.5506606,堡（里）,鳳山支廳
ntu_304,小竹上里,189604,189705,120.4083015,22.6516523,堡（里）,鳳山支廳
ntu_305,五城堡,189604,189705,120.9051584,23.8688002,堡（里）,埔里社支廳
ntu_306,仁和里,189604,189705,120.2085699,22.9594817,堡（里）,臺南縣
ntu_307,仁壽下里,189604,189705,120.2857764,22.7560054,堡（里）,鳳山支廳
ntu_308,仁壽上里,189604,189705,120.2455614,22.7774956,堡（里）,鳳山支廳
ntu_309,仁壽里,189604,189705,120.7338701,22.0447235,堡（里）,恆春支廳
ntu_310,仁德北里,189604,189705,120.2479437,22.9650043,堡（里）,臺南縣
ntu_311,仁德南里,189604,189705,120.2421175,22.9446013,堡（里）,臺南縣
ntu_312,內武定里,189604,189705,120.2324594,23.0421406,堡（里）,臺南縣
ntu_313,內新豐里,189604,189705,120.3791858,22.9567421,堡（里）,臺南縣
ntu_314,太子宮堡,189604,189705,120.2832166,23.300529,堡（里）,嘉義支廳
ntu_315,文山堡,189604,189705,121.6268636,24.9556192,堡（里）,臺北縣
ntu_316,文賢里a,189604,189705,120.2139738,22.9259798,堡（里）,臺南縣
ntu_317,文賢里b,189604,189705,120.1981875,22.8936571,堡（里）,鳳山支廳
